anahtar,konusmaci,sapma,f0,tini,seviye,z_f0,z_tini,z_seviye
ITEM_SELF_BOOK_2,SPK_TOLGA,1.0,129.0,1517.1,-21.1,0.6,1.3,0.3
ITEM_SELF_BOOK_3,SPK_TOLGA,1.0,154.6,1514.3,-18.9,0.4,1.3,1.7
D10A_N_FORM_2,SPK_NIHAT,1.0,140.4,1327.9,-22.0,0.7,1.3,0.1
D10B_T_B3_2,SPK_TOLGA,1.0,135.6,1162.4,-23.6,0.3,1.3,1.4
D10B_U_B2_3,SPK_URBAN,1.0,320.0,2202.9,-21.8,0.0,1.3,1.1
D10G_W_1,SPK_WINE,1.0,195.1,1041.2,-20.6,1.0,1.3,1.0
D10L_D_TRUCE,SPK_MINER,1.0,231.9,2570.0,-19.6,0.0,1.3,0.2
D10O_A_Q3_POLES_TWIST,SPK_AGA,1.0,320.0,1953.5,-21.3,0.7,1.3,0.4
D11_N_CUFF,SPK_NIHAT,1.0,210.7,1290.1,-22.4,1.0,0.8,0.2
D12_END_12_2_1,SPK_FATIH,1.0,101.0,996.5,-22.7,1.0,0.5,0.7
D12_T_KEY_D,SPK_TOLGA,1.0,135.6,1162.4,-23.2,0.3,1.3,1.1
D16_G_CATCH_3,SPK_HUSEYIN,1.0,307.7,1317.7,-21.0,1.0,0.9,0.8
D5_H_SPOT_TV,SPK_HIKMET,1.0,313.7,2021.7,-21.7,0.0,1.3,1.1
D5_N_CALL_4,SPK_NIHAT,1.0,146.8,1328.0,-23.2,0.5,1.3,0.8
D6B_E_04,SPK_EMPEROR,1.0,102.6,1381.4,-24.8,0.1,1.3,0.9
D8_H_FAIL_CAUGHT,SPK_HIKMET,1.0,326.5,2505.7,-19.8,0.7,1.3,0.1
REACT_THEODOROS_CHICKPEAS,SPK_THEODOROS,1.0,92.0,1405.3,-20.8,1.0,1.0,1.4
D10L_D_WARN,SPK_MINER,1.0,238.8,2141.7,-17.2,0.5,0.6,1.7
D11_N_INSURANCE,SPK_NIHAT,1.0,210.5,1206.7,-23.3,1.0,0.4,0.8
D1_H_02,SPK_HIKMET,1.0,320.0,2025.1,-20.2,0.3,1.3,0.1
D3_N_CALL,SPK_NIHAT,1.0,140.4,1140.2,-21.5,0.7,1.3,0.4
D3_N_FEZ,SPK_NIHAT,1.0,140.4,1326.4,-23.0,0.7,1.3,0.6
D4A_ITEM_BOOK_3,SPK_HASAN,1.0,307.7,2073.1,-22.0,0.6,1.3,0.4
D4B_N_THROW_CHICKEN_3,SPK_NIKO,1.0,326.5,2415.3,-22.8,0.7,1.1,1.7
D6_KADRI_TAPE,SPK_KADRI,1.0,307.7,2221.1,-24.8,0.3,1.3,0.2
REACT_CAMELEER_COLOGNE,SPK_CAMELEER,1.0,390.2,2223.4,-22.5,1.0,0.2,0.0
D10B_F_B3_3,SPK_FATIH,1.0,113.9,1024.1,-24.7,0.0,0.9,1.7
D10B_T_CALC_PHONE,SPK_TOLGA,1.0,119.4,1249.1,-21.5,1.0,0.7,0.0
D10O_A_ITEM_CHICKPEAS,SPK_AGA,1.0,326.5,1951.8,-22.8,0.3,1.2,0.6
D10O_A_Q3_WRONG,SPK_AGA,1.0,326.5,1951.7,-22.5,0.3,1.2,0.5
D15_S_W11,SPK_TOLGA,1.0,144.8,1166.2,-21.8,0.0,1.2,0.2
D5_H_HANDS_FULL,SPK_HIKMET,1.0,326.5,2502.3,-20.2,0.7,1.2,0.1
D6A_T_CANNON,SPK_TOLGA,1.0,119.4,1363.4,-20.0,1.0,0.2,1.0
D9_T_THEO_YES,SPK_TOLGA,1.0,119.4,1295.0,-22.7,1.0,0.3,0.8
QUEST_ENGINEER_DONE,SPK_TOLGA,1.0,119.4,1254.4,-20.6,1.0,0.6,0.6
QUEST_THERMOS_DONE,SPK_TOLGA,1.0,129.0,1166.4,-21.6,0.6,1.2,0.1
REACT_LUTFI_COLOGNE,SPK_LUTFI,1.0,125.0,1226.8,-25.2,1.0,0.0,1.6
REACT_LUTFI_THERMOS,SPK_LUTFI,1.0,164.9,1320.0,-18.7,0.6,0.7,1.7
D7_N_FORM_GIVE,SPK_NIHAT,1.0,144.1,1325.5,-22.9,0.6,1.2,0.5
D7_N_URBAN_ASK,SPK_NIHAT,1.0,156.9,1325.3,-20.4,0.3,1.2,1.1
NPC_KID_3,SPK_KID,1.0,246.2,1290.5,-20.3,1.0,0.2,0.0
REACT_DERVISH_SELFIE,SPK_DERVISH,1.0,98.2,1278.1,-19.8,0.9,1.2,0.9
D10A_N_SIGN,SPK_NIHAT,1.0,209.2,1189.3,-20.0,1.0,0.6,1.4
D10B_U_B3_4,SPK_URBAN,1.0,313.7,2016.6,-17.7,0.3,0.2,1.6
D10H_K_FRANK_2,SPK_EMPEROR,1.0,107.0,1372.6,-21.1,0.7,1.2,0.5
D10H_N_NOPEAS,SPK_NIKO,1.0,290.9,2257.5,-27.9,0.7,0.0,1.6
D10O_A_ITEM_TAPE,SPK_AGA,1.0,313.7,1751.8,-21.5,1.0,0.6,0.3
D10O_A_Q2_LETTER,SPK_AGA,1.0,313.7,1838.2,-23.7,1.0,0.2,1.3
D14_T_W3,SPK_TOLGA,1.0,168.4,1370.4,-20.3,1.0,0.2,0.8
D1_H_27,SPK_HIKMET,1.0,326.5,2032.4,-21.1,0.7,1.2,0.7
D7_EMP_FORM,SPK_EMPEROR,1.0,95.8,1056.6,-24.4,1.0,0.5,0.7
D9_P_NO,SPK_PASHA,1.0,106.7,981.1,-21.5,1.0,0.7,0.2
D_CAT_FOUND,SPK_TOLGA,1.0,168.4,1277.3,-21.2,1.0,0.5,0.2
D_CHICKEN_CATCH_4,SPK_TOLGA,1.0,168.4,1276.1,-20.4,1.0,0.5,0.8
ITEM_SELF_PHONE_2,SPK_TOLGA,1.0,168.4,1236.2,-20.2,1.0,0.7,0.8
QUEST_AYASOFYA_DONE,SPK_TOLGA,1.0,121.2,1169.7,-20.9,0.9,1.2,0.4
REACT_DERVISH_BOOK,SPK_DERVISH,1.0,93.0,1550.6,-24.2,0.0,0.7,1.6
REACT_EMPEROR_REPLAY_2,SPK_EMPEROR,1.0,95.8,1188.4,-23.5,1.0,0.2,0.4
REACT_GIUST_TAPE,SPK_GIUST,1.0,222.2,1826.7,-24.1,0.7,1.2,0.5
REACT_THEODOROS_COLOGNE,SPK_THEODOROS,1.0,107.7,1711.0,-24.1,1.0,0.1,0.2
D10B_F_B3_2,SPK_FATIH,1.0,127.0,972.7,-20.0,1.0,0.3,0.4
D10Z_K_TASTE_OK_3,SPK_KADRI,1.0,301.9,2213.6,-25.7,0.6,1.2,0.7
D12B_K_YEAR,SPK_EMPEROR,1.0,100.6,1369.7,-22.0,0.2,1.2,0.2
D12_F_ALL,SPK_FATIH,1.0,127.0,896.6,-18.1,1.0,0.7,1.3
D12_F_NIHAT_2,SPK_FATIH,1.0,127.0,902.4,-20.5,1.0,0.6,0.3
D13_H_DEPOT_1,SPK_HIKMET,1.0,307.7,2033.5,-19.0,0.3,1.2,0.7
D1_T_05,SPK_TOLGA,1.0,149.2,1286.9,-23.9,0.2,0.4,1.6
D2_H_WARRANTY_END,SPK_HIKMET,1.0,326.5,2351.3,-17.6,0.7,0.5,1.6
D3_M_09A,SPK_MUFIDE,1.0,238.8,1250.5,-24.7,0.9,0.1,1.6
D9_THEO_AGAIN,SPK_THEODOROS,1.0,101.9,2022.4,-23.6,0.2,1.2,0.0
NPC_CALLIGRAPHER_2,SPK_CALLIGRAPHER,1.0,97.6,1011.2,-18.9,1.0,0.3,0.2
D10A_H_RADIO,SPK_HIKMET,1.0,320.0,2492.6,-21.3,0.3,1.2,0.9
D15_G_H1,SPK_HIKMET,1.0,313.7,2035.2,-18.6,0.0,1.2,1.0
D2_T_03,SPK_TOLGA,1.0,120.3,1175.4,-21.1,1.0,1.2,0.3
D3_H_END_35,SPK_HIKMET,1.0,313.7,2494.0,-18.1,0.0,1.2,1.3
D4B_N_HAT,SPK_NIKO,1.0,296.3,2090.0,-27.8,0.5,1.2,1.6
D5_T_ACCIDENT_CAMP,SPK_TOLGA,1.0,120.3,1272.9,-22.7,1.0,0.5,0.8
MG_HAG_NIKO_FAIR,SPK_NIKO,1.0,307.7,2084.7,-25.5,0.1,1.2,0.1
D10O_A_ITEM_LIGHTER,SPK_AGA,0.9,340.4,1823.6,-19.5,0.3,0.1,1.6
D10O_T_TAILOR_ASK,SPK_TOLGA,0.9,152.4,1504.0,-20.8,0.3,1.2,0.5
D10Z_F_TASTE_GOOD,SPK_FATIH,0.9,105.6,850.8,-22.3,0.7,1.2,0.6
D4A_ITEM_POWERBANK_1,SPK_HASAN,0.9,320.0,2048.2,-20.7,0.9,1.1,1.1
D6B_N_FRIEND,SPK_NIKO,0.9,320.0,2423.9,-24.9,0.4,1.2,0.3
D6_URBAN_POWERBANK,SPK_URBAN,0.9,326.5,1899.4,-20.1,0.3,1.2,0.1
D7_HUSEYIN_WHO,SPK_HUSEYIN,0.9,304.8,1452.7,-23.1,0.9,0.1,0.6
D7_N_ARRIVE,SPK_NIHAT,0.9,150.9,1145.5,-20.7,0.4,1.2,0.9
D7_THEODOROS_AGAIN,SPK_THEODOROS,0.9,101.3,1507.1,-20.3,0.2,0.6,1.6
MG_ARC_H_AFTER_LOSE,SPK_HASAN,0.9,258.1,1706.5,-25.6,0.6,0.5,1.6
MG_CAUL_K_START_0,SPK_KADRI,0.9,326.5,2209.8,-23.2,0.7,1.2,0.7
QUEST_LIGHTER_DONE,SPK_TOLGA,0.9,152.4,1174.9,-20.2,0.3,1.2,0.8
REACT_FATIH_LIGHTER,SPK_FATIH,0.9,101.9,916.7,-22.7,0.9,0.4,0.8
REACT_SOLDIER_CHICKPEAS,SPK_SOLDIER,0.9,148.1,1965.8,-21.9,0.7,0.0,1.6
D10B_T_TAPE_Q,SPK_TOLGA,0.9,127.0,1176.1,-23.2,0.7,1.2,1.1
D10H_G_1,SPK_GIUST,0.9,225.4,2273.3,-22.0,0.9,0.8,0.9
D11_N_HONEST,SPK_NIHAT,0.9,205.3,1146.4,-22.3,0.9,1.2,0.1
D15_S_W12,SPK_TOLGA,0.9,163.3,1502.5,-22.0,0.8,1.2,0.3
D3_M_09B,SPK_MUFIDE,0.9,258.1,1169.0,-21.8,0.4,1.2,0.1
D4A_HU_END,SPK_HUSEYIN,0.9,249.9,1609.5,-24.5,0.5,0.8,1.6
D4A_T_OTAG,SPK_TOLGA,0.9,136.8,1175.7,-21.3,0.3,1.2,0.1
D4A_T_WIN_TAPE,SPK_TOLGA,0.9,120.8,1225.6,-21.3,0.9,0.8,0.2
D4B_NIKO_PHONE,SPK_NIKO,0.9,333.3,2111.0,-23.7,0.9,1.0,1.1
D4B_N_SPY,SPK_NIKO,0.9,333.3,2182.0,-23.5,0.9,0.5,1.2
D6B_C_OK_2,SPK_CLERK,0.9,155.3,1816.1,-20.7,0.1,1.2,0.1
D6B_T_INSURANCE,SPK_TOLGA,0.9,125.5,1176.1,-22.3,0.8,1.2,0.6
D6_LUTFI_BOOK,SPK_LUTFI,0.9,173.9,1231.4,-21.1,0.9,0.0,0.5
D6_LUTFI_POWERBANK,SPK_LUTFI,0.9,134.5,1377.4,-20.5,0.6,1.2,0.8
D7_N_BRIEF,SPK_NIHAT,0.9,173.0,1145.7,-22.3,0.1,1.2,0.1
QUEST_DIVER_DONE,SPK_TOLGA,0.9,143.5,1175.9,-20.2,0.0,1.2,0.9
REACT_TAILOR_COLOGNE,SPK_TAILOR,0.9,285.7,2007.8,-19.1,0.9,0.1,1.1
REACT_TAILOR_PHONE,SPK_TAILOR,0.9,285.7,1967.0,-21.6,0.9,0.2,0.6
REACT_TAILOR_TAPE,SPK_TAILOR,0.9,235.3,2173.9,-22.4,0.8,1.2,1.1
D10B_T_RADIO_3,SPK_TOLGA,0.9,121.2,1200.1,-19.7,0.9,1.0,1.2
D10G_C_MISSED,SPK_CAPTAIN,0.9,252.0,1753.0,-15.1,0.5,1.2,1.3
D10Z_K_TASTE_RAW,SPK_KADRI,0.9,296.3,1881.9,-25.8,0.9,0.9,0.8
D11_M_FOUND,SPK_MUFIDE,0.9,258.1,1170.5,-22.0,0.4,1.2,0.0
D11_T_BOOM,SPK_TOLGA,0.9,121.2,1339.1,-20.7,0.9,0.0,0.6
D12B_H_RADIO,SPK_HIKMET,0.9,296.3,2279.8,-19.6,0.9,0.1,0.3
D13_H_OPEN_THANKS,SPK_HIKMET,0.9,296.3,2092.6,-18.8,0.9,0.9,0.9
D15_G_W12,SPK_HIKMET,0.9,296.3,2082.2,-19.0,0.9,1.0,0.7
D1_H_13,SPK_HIKMET,0.9,296.3,2278.3,-19.7,0.9,0.1,0.2
D3_N_7C_1,SPK_NIHAT,0.9,160.0,1288.8,-19.8,0.2,0.8,1.6
D4B_N_CELL2,SPK_NIKO,0.9,307.7,2091.2,-23.4,0.1,1.2,1.3
D5_H_DISMANTLE,SPK_HIKMET,0.9,296.3,2107.2,-18.5,0.9,0.8,1.0
D6A_KADRI_KITCHEN,SPK_KADRI,0.9,296.3,2075.2,-25.0,0.9,0.3,0.3
D6A_T_KAFTAN,SPK_TOLGA,0.9,121.2,1332.3,-21.9,0.9,0.1,0.3
D6B_C_OK_1,SPK_CLERK,0.9,151.7,2037.3,-17.9,0.3,0.3,1.6
D6_KADRI_LIGHTER,SPK_KADRI,0.9,296.3,1870.3,-22.8,0.9,0.9,0.9
D8_H_GOT_CAPACITOR,SPK_HIKMET,0.9,296.3,2261.5,-20.7,0.9,0.0,0.4
D9_THEO_YES,SPK_THEODOROS,0.9,100.0,1348.9,-21.3,0.0,1.2,1.1
D9_T_C,SPK_TOLGA,0.9,149.5,1178.2,-21.3,0.2,1.2,0.1
D9_T_THEO_OPEN,SPK_TOLGA,0.9,127.5,1178.7,-23.5,0.7,1.2,1.4
MG_HAG_T_WIN,SPK_TOLGA,0.9,121.2,1289.7,-21.2,0.9,0.4,0.2
NPC_PAINTER_1,SPK_PAINTER,0.9,90.1,1843.3,-23.6,0.9,0.0,0.5
REACT_KADRI_REPLAY_3,SPK_KADRI,0.9,296.3,1931.9,-26.0,0.9,0.5,0.9
D10A_TH_WRONG_2,SPK_THEODOROS,0.9,94.7,1684.9,-20.4,0.7,0.0,1.5
D12_T_HIDE,SPK_TOLGA,0.9,128.0,1179.8,-21.8,0.7,1.1,0.2
D2_H_SWIM_BOAT,SPK_HIKMET,0.9,329.9,2393.0,-17.7,0.9,0.7,1.5
D3_N_23,SPK_NIHAT,0.9,130.1,1196.2,-21.5,0.9,0.5,0.4
D6_KADRI_THERMOS,SPK_KADRI,0.9,301.9,1919.9,-27.1,0.6,0.6,1.5
D7_HUSEYIN_TRUTH_C,SPK_HUSEYIN,0.9,285.7,1268.4,-21.2,0.4,1.1,0.6
D10A_T_RADIO,SPK_TOLGA,0.9,166.7,1419.7,-21.5,0.9,0.6,0.0
D10O_T_ENVOY,SPK_TOLGA,0.9,121.7,1207.5,-21.6,0.9,0.9,0.1
D10Z_T_WAIT,SPK_TOLGA,0.9,166.7,1490.4,-21.8,0.9,1.1,0.2
D2_T_10,SPK_TOLGA,0.9,121.7,1216.1,-20.9,0.9,0.9,0.4
D3_N_END_33,SPK_NIHAT,0.9,154.6,1247.9,-19.8,0.3,0.2,1.5
D4A_T_04,SPK_TOLGA,0.9,125.5,1299.4,-23.8,0.8,0.3,1.5
D4B_N_MERCHANT2,SPK_NIKO,0.9,285.7,2349.9,-25.5,0.9,0.7,0.1
D4B_T_SPY,SPK_TOLGA,0.9,166.7,1421.6,-20.7,0.9,0.6,0.5
D6B_N_HINT,SPK_NIKO,0.9,285.7,2187.4,-25.1,0.9,0.5,0.2
D6B_N_NOT_YET,SPK_NIKO,0.9,320.0,2256.8,-23.1,0.4,0.0,1.5
D7_NIKO_OUTSIDE,SPK_NIKO,0.9,285.7,2235.7,-25.4,0.9,0.1,0.0
D9_T_MINER_Q,SPK_TOLGA,0.9,135.6,1495.9,-22.1,0.3,1.1,0.4
QUEST_KITCHEN_DONE,SPK_TOLGA,0.9,121.7,1393.8,-21.2,0.9,0.4,0.2
REACT_NOTARY_TAPE,SPK_NOTARY,0.9,193.9,1108.9,-19.0,0.9,0.7,0.6
D10B_F_B1_2,SPK_FATIH,0.9,105.3,1035.5,-24.4,0.7,1.0,1.5
D12_END_12_5_1,SPK_FATIH,0.9,126.0,946.6,-18.7,0.9,0.1,1.0
D12_F_SELFIE_2,SPK_FATIH,0.9,102.6,964.9,-22.7,0.9,0.2,0.8
D3_N_TRACE_BONUS,SPK_NIHAT,0.9,131.1,1160.8,-22.4,0.9,1.0,0.2
D7_NIKO_HELLO,SPK_NIKO,0.9,313.7,2168.8,-23.1,0.2,0.6,1.5
D7_N_TRACE_OTAG,SPK_NIHAT,0.9,131.1,1250.6,-22.3,0.9,0.2,0.1
D9_MINER_TRIAL,SPK_MINER,0.9,228.6,2019.4,-21.1,0.2,1.1,0.7
D9_P_3,SPK_PASHA,0.9,114.3,920.6,-20.5,0.3,1.1,0.2
MG_ARC_H_BULL_2,SPK_HASAN,0.9,246.2,1940.9,-25.0,0.9,0.6,1.2
MG_CAUL_K_MISS_1,SPK_KADRI,0.9,320.0,2200.7,-25.7,0.3,1.1,0.7
REACT_FATIH_SELFIE,SPK_FATIH,0.9,126.0,860.3,-19.9,0.9,1.1,0.5
REACT_HIKMET_POWERBANK,SPK_HIKMET,0.9,320.0,2478.1,-20.5,0.3,1.1,0.3
REACT_KADRI_LIGHTER,SPK_KADRI,0.9,313.7,1840.1,-24.8,0.0,1.1,0.2
D10H_L_SHAME,SPK_LUTFI,0.9,144.1,1291.6,-25.1,0.2,0.5,1.5
D10O_A_Q3_IDK,SPK_AGA,0.9,320.0,1822.5,-24.1,0.7,0.1,1.5
D10Z_T_SOUP_MODERN,SPK_TOLGA,0.9,122.1,1364.2,-21.5,0.9,0.2,0.0
D12_F_WHO,SPK_FATIH,0.9,106.3,884.6,-24.3,0.6,0.8,1.5
D12_N_03,SPK_NIHAT,0.9,197.5,1207.4,-24.3,0.7,0.3,1.5
D13_T_BACK_2,SPK_TOLGA,0.9,152.4,1290.1,-19.3,0.3,0.3,1.5
D14_M_02,SPK_MUFIDE,0.9,250.0,1269.5,-24.5,0.1,0.2,1.5
D2_T_FEZ_SPARE,SPK_TOLGA,0.9,122.1,1245.9,-20.1,0.9,0.7,0.9
D3_N_LOOK_WINDOW,SPK_NIHAT,0.9,160.8,1315.2,-22.3,0.2,1.1,0.1
D4A_ITEM_BOOK_4,SPK_HUSEYIN,0.9,235.3,1516.6,-22.2,0.9,0.3,0.0
D8_H_NO_CARD,SPK_HIKMET,0.9,313.7,2052.5,-20.6,0.0,1.1,0.4
NPC_KID_2,SPK_KID,0.9,264.5,1157.1,-20.9,0.3,1.1,0.2
REACT_KADRI_REPLAY_4,SPK_KADRI,0.9,313.7,2048.3,-27.0,0.0,0.2,1.5
REACT_MINER_CUBE,SPK_MINER,0.9,244.3,2519.9,-20.6,0.9,1.1,0.4
REACT_WINE_BOOK,SPK_WINE,0.9,210.5,1364.2,-21.2,0.0,1.1,0.6
D10B_U_FUSE,SPK_URBAN,0.9,336.9,2156.8,-19.8,0.9,0.9,0.2
D1_H_06,SPK_HIKMET,0.9,313.7,2194.3,-22.2,0.0,0.4,1.5
D1_T_09,SPK_TOLGA,0.9,165.8,1396.5,-21.4,0.9,0.4,0.1
D3_H_LIE_RULE,SPK_HIKMET,0.9,307.7,2215.0,-22.2,0.3,0.3,1.5
D5_H_NO_CALL,SPK_HIKMET,0.9,320.0,2466.7,-22.2,0.3,1.1,1.5
D5_V_4,SPK_VAN,0.9,340.4,1759.5,-23.2,0.9,0.0,0.3
D6B_C_TAPE,SPK_CLERK,0.9,170.2,2103.3,-19.7,0.9,0.1,0.6
QUEST_FRIENDS_DONE,SPK_TOLGA,0.9,141.6,1202.9,-23.7,0.1,1.0,1.5
REACT_AGA_POWERBANK,SPK_AGA,0.9,326.5,1744.8,-24.1,0.3,0.7,1.5
D10G_T_TO_FATIH,SPK_TOLGA,0.9,145.5,1188.9,-22.3,0.1,1.1,0.6
D10H_G_WARN,SPK_GIUST,0.9,213.3,2327.5,-23.4,0.0,1.1,0.0
D10H_H_RADIO,SPK_HIKMET,0.9,320.0,2472.6,-20.9,0.3,1.1,0.6
D11_T_HONEST,SPK_TOLGA,0.9,133.3,1188.8,-23.5,0.4,1.1,1.4
D2_T_SWIM_NOAIR,SPK_TOLGA,0.9,142.9,1188.9,-20.2,0.1,1.1,0.9
D6B_E_01,SPK_EMPEROR,0.9,106.7,1348.5,-23.0,0.7,1.1,0.2
D6_URBAN_DONE,SPK_URBAN,0.9,326.5,2047.1,-18.0,0.3,0.0,1.4
D7_M_BUDGET,SPK_MUFIDE,0.9,262.3,1257.7,-24.4,0.7,0.0,1.4
D10B_T_RADIO_1,SPK_TOLGA,0.9,148.1,1430.9,-19.4,0.2,0.7,1.4
D10B_U_CAST_OK,SPK_URBAN,0.9,313.7,2179.1,-20.8,0.3,1.1,0.4
D10B_U_POWDER,SPK_URBAN,0.9,320.0,1934.0,-22.3,0.0,0.9,1.4
D10H_N_PEAS,SPK_NIKO,0.9,301.9,2406.8,-26.7,0.3,1.1,0.8
D13_H_OPEN,SPK_HIKMET,0.9,329.9,2268.6,-20.8,0.9,0.0,0.5
D13_W4_2,SPK_HIKMET,0.9,313.7,2313.5,-22.2,0.0,0.3,1.4
D14_M_FORGE,SPK_MUFIDE,0.9,250.0,1176.5,-24.1,0.1,1.1,1.3
D15_G_W4,SPK_HIKMET,0.9,313.7,2151.3,-22.2,0.0,0.6,1.4
D3_H_CONFESS_2,SPK_HIKMET,0.9,313.7,2346.0,-22.2,0.0,0.4,1.4
D3_N_06,SPK_NIHAT,0.9,135.6,1312.3,-22.5,0.8,1.1,0.3
D3_N_RULE,SPK_NIHAT,0.9,133.3,1153.3,-21.1,0.8,1.1,0.7
D7_KADRI_HELLO,SPK_KADRI,0.9,326.5,1845.3,-24.8,0.7,1.1,0.2
D7_LUTFI_TRUTH_Y,SPK_LUTFI,0.9,172.0,1145.3,-21.1,0.9,0.7,0.5
ITEM_SELF_CUBE,SPK_TOLGA,0.9,144.1,1487.4,-21.5,0.0,1.1,0.0
NPC_PAINTER_4,SPK_PAINTER,0.9,93.6,2089.3,-25.2,0.5,1.1,0.6
REACT_CALLIGRAPHER_SELFIE,SPK_CALLIGRAPHER,0.9,79.6,1090.4,-17.0,0.7,0.0,1.4
REACT_CLERK_BOOK,SPK_CLERK,0.9,156.9,1843.2,-21.7,0.0,1.1,0.4
REACT_DERVISH_COLOGNE,SPK_DERVISH,0.9,92.0,1302.3,-21.9,0.2,1.1,0.3
REACT_SOLDIER_POWERBANK,SPK_SOLDIER,0.9,146.8,1544.7,-18.3,0.7,1.1,0.3
REACT_URBAN_REPLAY_2,SPK_URBAN,0.9,320.0,2177.5,-18.6,0.0,1.1,1.0
REACT_WINE_SELFIE,SPK_WINE,0.9,197.5,1260.5,-22.7,0.9,0.3,0.3
D10A_T_MEET_3,SPK_TOLGA,0.8,123.1,1230.5,-22.9,0.8,0.8,0.9
D10B_T_B1_3,SPK_TOLGA,0.8,123.1,1353.9,-23.3,0.8,0.1,1.2
D10H_T_KEEP,SPK_TOLGA,0.8,123.1,1330.5,-22.0,0.8,0.1,0.3
D10O_T_KITCHEN,SPK_TOLGA,0.8,123.1,1247.0,-21.7,0.8,0.7,0.2
D10Z_K_01,SPK_KADRI,0.8,320.0,2189.7,-22.6,0.3,1.1,1.0
D10Z_K_YES_3,SPK_KADRI,0.8,326.5,2189.3,-25.6,0.7,1.1,0.7
D11_N_H_06,SPK_NIHAT,0.8,148.1,1230.7,-20.0,0.5,0.0,1.4
D1_T_11,SPK_TOLGA,0.8,146.8,1296.4,-19.4,0.1,0.3,1.4
D8_C_WHERE,SPK_CEMIL,0.8,271.2,1711.8,-21.9,0.8,0.5,1.0
D8_H_CALL_END,SPK_HIKMET,0.8,313.7,2062.0,-18.2,0.0,1.1,1.2
D9_MINER_AGAIN,SPK_MINER,0.8,225.4,2270.1,-17.6,0.5,0.0,1.4
D9_THEO_OPEN,SPK_THEODOROS,0.8,105.3,1377.8,-25.6,0.7,1.1,0.9
REACT_DOUBLE_BOOK,SPK_DOUBLE,0.8,233.6,1877.0,-22.4,0.8,0.8,1.0
D10A_TH_DONE_MESSY,SPK_THEODOROS,0.8,98.8,1381.8,-22.5,0.2,1.1,0.6
D10B_T_B1_4,SPK_TOLGA,0.8,165.0,1363.7,-21.6,0.8,0.2,0.0
D10B_T_CALC_CUBE,SPK_TOLGA,0.8,164.9,1303.7,-23.2,0.8,0.3,1.1
D10G_T_01,SPK_TOLGA,0.8,164.9,1380.1,-22.3,0.8,0.3,0.5
D12B_K_DONE_2,SPK_EMPEROR,0.8,107.7,1271.2,-20.9,0.8,0.7,0.6
D6A_S_LETTER_R3,SPK_SOLDIER,0.8,148.1,1752.0,-21.5,0.7,0.6,1.4
D6B_T_E_02,SPK_TOLGA,0.8,164.9,1374.0,-21.1,0.8,0.2,0.3
D7_CLERK_QUEUE,SPK_CLERK,0.8,144.1,1935.2,-18.2,0.8,0.7,1.4
D7_GIUST_HELLO,SPK_GIUST,0.8,202.5,1987.2,-22.0,0.8,0.5,0.9
D7_THEO_TRUTH_CELL,SPK_THEODOROS,0.8,106.7,1571.8,-21.8,0.8,0.4,0.9
D9_THEO_3,SPK_THEODOROS,0.8,106.7,1709.3,-24.6,0.8,0.1,0.5
MG_HAG_DOUBLE_LOSE,SPK_DOUBLE,0.8,262.3,1844.4,-18.1,0.5,1.1,0.8
QUEST_ENVOY_DONE,SPK_TOLGA,0.8,164.9,1336.6,-21.1,0.8,0.0,0.2
REACT_PASHA_THERMOS,SPK_PASHA,0.8,118.5,1215.5,-21.1,0.0,1.1,0.0
D10L_T_RETREAT,SPK_TOLGA,0.8,144.1,1482.9,-21.9,0.0,1.0,0.3
D10Z_K_WAIT,SPK_KADRI,0.8,313.7,1940.2,-21.9,0.0,0.5,1.4
D13_U3_ASK,SPK_URBAN,0.8,326.5,2173.7,-20.7,0.3,1.0,0.3
D15_N_T4,SPK_NIHAT,0.8,150.2,1310.0,-21.3,0.4,1.0,0.5
D1_T_YEAR_OTHER,SPK_TOLGA,0.8,132.2,1482.3,-19.5,0.5,1.0,1.4
D4A_ITEM_SELFIE_1,SPK_HASAN,0.8,301.9,1802.4,-20.2,0.5,0.1,1.4
D8_N_HINT,SPK_NIHAT,0.8,144.1,1156.2,-21.9,0.6,1.0,0.1
D9_H_8_3,SPK_HIKMET,0.8,313.7,2067.0,-20.1,0.0,1.0,0.1
MG_HAG_WINE_NOSWEET,SPK_WINE,0.8,213.3,1213.4,-24.5,0.2,0.0,1.4
REACT_CAMELEER_PHONE,SPK_CAMELEER,0.8,363.6,2156.2,-24.7,0.2,0.2,1.4
D10B_T_02,SPK_TOLGA,0.8,136.8,1293.0,-23.5,0.3,0.3,1.4
D10H_TH_HELP,SPK_THEODOROS,0.8,95.2,1972.5,-24.5,0.6,1.0,0.4
D10O_A_ENVOY_WRONG,SPK_AGA,0.8,326.5,1927.6,-21.7,0.3,1.0,0.1
D10Z_T_02,SPK_TOLGA,0.8,160.0,1481.9,-21.7,0.6,1.0,0.1
D11_T_CUFF,SPK_TOLGA,0.8,137.9,1259.0,-23.6,0.2,0.6,1.4
D11_T_RELEASE,SPK_TOLGA,0.8,141.0,1301.8,-23.6,0.1,0.3,1.4
D12B_T_02,SPK_TOLGA,0.8,163.3,1480.1,-20.9,0.8,1.0,0.4
D13_H_BACK_1,SPK_HIKMET,0.8,326.5,2310.7,-18.0,0.7,0.2,1.4
D3_N_DOOR_1453,SPK_NIHAT,0.8,173.9,1310.0,-22.0,0.1,1.0,0.1
