anahtar,bolum,konusmaci,ton,ton_elle,tr,en,kaynak
D10O_A_ITEM_PHONE,10,SPK_AGA,,0,Bu kutu bana soru soruyormuş gibi bakıyor. Burada soruyu ben sorarım.,That box is looking at me like it wants to ask a question. I ask the questions here.,ad
D10O_A_ITEM_POWERBANK,10,SPK_AGA,,0,Kutsal taş mı? Kutsal taşı olana bir soru az sorulur. ...Yine de üç soru.,A holy stone? He who bears a holy stone is asked one question fewer. ...It's still three.,ad
D10O_A_ITEM_SELFIE,10,SPK_AGA,,0,Asa! Asası olan bilgedir. Bilgeye iki soru yeter.,A staff! A man with a staff is wise. Two questions will do for the wise.,ad
D10O_A_ITEM_TAPE,10,SPK_AGA,,0,Ağzımı bantlamayı aklından bile geçirme. Denediler.,Don't even think about taping my mouth. It's been tried.,ad
D10O_A_ITEM_THERMOS,10,SPK_AGA,,0,Sorulardan önce bir yudum. ...Güzel. Şimdi üç soru.,A sip before the questions. ...Lovely. Now: three questions.,ad
D10O_A_NEXT,10,SPK_AGA,[excited],0,SIRADAKİ!,NEXT!,kod
D10O_A_PASS,10,SPK_AGA,,0,"Üç soru, üç cevap. Kapı açılsın! ...Hafifçe.","Three questions, three answers. Open the gate! ...Gently.",kod
D10O_A_Q1,10,SPK_AGA,,0,BİRİNCİ SORU! Adın ne?,FIRST QUESTION! What is your name?,ad
D10O_A_Q1_LIE,10,SPK_AGA,[excited],0,Sultan'ın çocukluk arkadaşları bende kayıtlı. Hepsi. Sen yoksun. YALAN!,The Sultan's childhood friends are all on my list. All of them. You're not. A LIE!,ad
D10O_A_Q1_OK,10,SPK_AGA,,0,Tolga. Kısa. Güzel. Geçer.,Tolga. Short. Good. It passes.,ad
D10O_A_Q1_OK2,10,SPK_AGA,,0,Sigortacı... Ne olduğunu bilmiyorum ama dürüst bir kelimeye benziyor. Geçer.,"Insurance... I don't know what it is, but it sounds like an honest word. It passes.",ad
D10O_A_Q1_SKIP,10,SPK_AGA,,0,Birinci soruyu leblebi cevapladı. İkinci soruya geçiyoruz.,The leblebi answered question one. On to question two.,kod
D10O_A_Q2,10,SPK_AGA,,0,İKİNCİ SORU! Buraya niye geldin?,SECOND QUESTION! Why have you come here?,ad
D10O_A_Q2_LETTER,10,SPK_AGA,,0,Gizli mektup... ve bunu bana söylüyorsun. Gizli mektubu açık açık getiren ya çok dürüst ya çok aptal. İkisi de geçer.,A secret letter... and you tell me about it. A man who carries a secret letter openly is either very honest or very foolish. Both pass.,ad
D10O_A_Q2_LIE,10,SPK_AGA,[shouting],0,Tarih düzeltilmez! Tarih yazılır! Ve burada yazan benim! (Defterine bir şey karalar),History is not put right! History is written! And the one writing here is me! (Scribbles something in his ledger),ad
D10O_A_Q2_OK,10,SPK_AGA,,0,Herkes Sultan'ı görmeye gelir. Sıradan bir cevap. Sıradan cevaplar geçer.,Everyone comes to see the Sultan. An ordinary answer. Ordinary answers pass.,ad
D10O_A_Q2_OK2,10,SPK_AGA,,0,Bir makineden... Tuhaf. Ama bu kapıda ilk kez biri 'bilmiyorum' dedi. Geçer.,Out of a machine... Odd. But this is the first time anyone at this gate has said 'I don't know'. It passes.,ad
D10O_A_Q2_SKIP,10,SPK_AGA,[excited],0,Asalı adama iki soru yeter dedim. İkinci soruyu atlıyoruz. Ama üçüncüsü var!,I said two questions suffice for a man with a staff. We skip the second. But there's still the third!,kod
D10O_A_Q3_CAMEL,10,SPK_AGA,,0,ÜÇÜNCÜ SORU! Bir deve günde kaç okka su içer?,THIRD QUESTION! How many okka of water does a camel drink in a day?,kod
D10O_A_Q3_CAMEL_TWIST,10,SPK_AGA,[excited],0,"Ne? Hörgüç mü? Onu... Onu bilmiyorum. Hiç düşünmedim. Hörgüç... (Kafası karışır, defterini karıştırır) Geç! Geç, düşünmem lazım!","What? Humps? That... I don't know. I never thought about it. Humps... (Confused, flipping through his ledger) Go through! Go, I need to think!",ad
D10O_A_Q3_IDK,10,SPK_AGA,,0,Bilmiyor musun? ...Kırk yıldır bu kapıdayım. Herkes bir şey uydurdu. İlk kez biri 'bilmiyorum' dedi. (Susar) Geç. Sultan dürüstlüğü sever.,You don't know? ...Forty years I've stood at this gate. Everyone made something up. You're the first to say 'I don't know'. (A pause) Go through. The Sultan loves honesty.,kod
D10O_A_Q3_KAVUK,10,SPK_AGA,,0,ÜÇÜNCÜ SORU! Sultan'ın kavuğu kaç arşındır?,THIRD QUESTION! How many arşın is the Sultan's turban?,ad
D10O_A_Q3_KAVUK_TWIST,10,SPK_AGA,[excited],0,"Açık hâlde mi... Kavuk açılır mı? Açılırsa ne olur? Kim açar? (Sarığını tutar) Geç, geç, git!","Unwrapped... Does a turban unwrap? What happens if it does? Who unwraps it? (Clutches his own turban) Go through, go, go!",ad
D10O_A_Q3_LUCKY,10,SPK_AGA,,0,"...Doğru. Tahmin ettin, değil mi? Gözlerinden belli. Olsun. Doğru doğrudur.","...Correct. You guessed, didn't you? I can see it in your eyes. Never mind. Correct is correct.",kod
D10O_A_Q3_OK,10,SPK_AGA,,0,DOĞRU! ...Doğru mu? Doğru. Kimse bilmezdi. Sen nereden biliyorsun?,CORRECT! ...Correct? Correct. Nobody ever knew. How do you know?,kod
D10O_A_Q3_POLES,10,SPK_AGA,,0,ÜÇÜNCÜ SORU! Sultan'ın otağının kaç direği var?,THIRD QUESTION! How many poles does the Sultan's tent have?,ad
D10O_A_Q3_POLES_TWIST,10,SPK_AGA,[sad],0,İçten mi... dıştan mı? İçeride hiç bulunmadım ki! Kapıdayım! Kırk yıldır kapıdayım! (Gözleri dolar) Geç...,Inside... or outside? I've never been inside! I'm at the gate! Forty years at the gate! (His eyes fill) Go through...,ad
D10O_A_Q3_WRONG,10,SPK_AGA,[excited],0,YANLIŞ! Kesinlikle yanlış! Deveci Yakup bile bunu bilirdi! ...Bilmezdi. Ama sen de bilmiyorsun!,WRONG! Utterly wrong! Even Yakup the Cameleer would know that! ...He wouldn't. But neither do you!,kod
D10O_A_SHOUT,10,SPK_AGA,[shouting],0,"SIRADAKİ! Otağa girecek olan, önce üç soruma cevap verecek! Üç! Ne eksik ne fazla!","NEXT! Whoever would enter the tent must first answer my three questions! Three! No more, no less!",kod
D10O_A_TIMEOUT,10,SPK_AGA,[shouting],0,Cevap yok! Düşünen adam şüphelidir! Susan adam daha da şüphelidir!,No answer! A man who ponders is suspicious! A man who says nothing is more suspicious still!,kod
D10O_CAMELEER_1,10,SPK_CAMELEER,,0,"Üçüncü kez sıradayım. Üçüncü soruda hep yanıyorum. Deveyle ilgili soruyor, bilmiyorum. Devem biliyor ama o konuşmuyor.","Third time in the queue. I always fall at the third question. It's about camels and I don't know. My camel knows, but it won't talk.",ad
D10O_CAMELEER_2,10,SPK_CAMELEER,,0,Kırk okka. Kırk! Her gün sayıyorum. Ağa'ya söylemeyi hiç akıl edemedim. Heyecandan.,Forty okka. Forty! I count it every day. I never think to tell the Agha. Nerves.,kod
D10O_DERVISH_1,10,SPK_DERVISH,[hesitant],0,(Dönerken) Dönüyorum... çünkü her şey döner... sıra da döner... bir gün bana da gelir...,(Spinning) I turn... because everything turns... the queue turns too... one day it will reach me...,ad
D10O_DERVISH_2,10,SPK_DERVISH,,0,"On iki. Dönerken saydım. On iki ay, on iki burç, on iki direk. Başım da döndü tabii.","Twelve. I counted them while spinning. Twelve months, twelve signs, twelve poles. My head was spinning too, of course.",ad
D10O_F_TOMORROW,10,SPK_FATIH,,0,Yarın.,Tomorrow.,kod
D10O_G_ENVOY,10,SPK_HASAN,[shouting],0,Elçi geliyor! Elçiye soru sorulmaz! Kapıyı açın! (Hasan ile Hüseyin birbirine çarpar),The envoy approaches! Envoys are not questioned! Open the gate! (Hasan and Hüseyin bump into each other),kod
D10O_G_LIFT,10,SPK_HASAN,,0,(Hasan ile Hüseyin seni koltuk altlarından kaldırır) Hafifçe. Ağa hafifçe dedi.,(Hasan and Hüseyin lift you under the armpits) Gently. The Agha said gently.,kod
D10O_G_LIFT2,10,SPK_HUSEYIN,,0,Ben Hasan'ım. Değilim. Hafifçe. Hop.,I'm Hasan. I'm not. Gently. Up we go.,kod
D10O_K_COME,10,SPK_KADRI,,0,"(Kadri kalabalığı yarar) Sen! Fesli! Üç kere taşındın, kapıda zaman kaybettin. Mutfağa! Sultan'a yemek gidiyor, tepsiyi sen taşıyacaksın. Kapıdan tepsiyle girilir.","(Kadri shoulders through the crowd) You! Fez! Carried out three times, wasting time at the gate. To the kitchen! Supper's going to the Sultan and you're carrying the tray. You go in through the gate with a tray.",kod
D10O_TAILOR_1,10,SPK_TAILOR,,0,Buongiorno! Sultan'ın kavuğunu ben ölçtüm. Şimdi faturayı getirdim. Kimse ödemiyor.,Buongiorno! I measured the Sultan's turban. Now I've brought the bill. Nobody is paying.,ad
D10O_TAILOR_2,10,SPK_TAILOR,,0,İki arşın. Tam iki. Ölçerken merdivene çıktım. Fatura da iki arşın.,Two arşın. Exactly two. I had to climb a ladder to measure it. The bill is two arşın as well.,ad
D10O_T_01,10,SPK_TOLGA,,0,Otağ kapısı. Önünde bir kuyruk var. Kuyruğun başında kocaman bıyıklı biri.,"The gate of the imperial tent. There's a queue. At the front, a man with an enormous moustache.",kod
D10O_T_02,10,SPK_TOLGA,,0,Üç soru. Sigorta sınavında yüz soru vardı. Bunu geçerim. Yine de sıradakilere bir sorayım.,"Three questions. The insurance exam had a hundred. I can manage this. Still, I'll ask the people in the queue first.",kod
D10O_T_CAMELEER_ASK,10,SPK_TOLGA,,0,Deveniz günde ne kadar su içiyor?,How much water does your camel drink a day?,ad
D10O_T_DERVISH_ASK,10,SPK_TOLGA,,0,"Otağın kaç direği var, biliyor musunuz?",Do you know how many poles the imperial tent has?,ad
D10O_T_END,10,SPK_TOLGA,,0,"Tek kelime. Sigortada tek kelimelik cevap vermezler. Burada verilir. ...Yarın, Fatih'in huzurundayım.","One word. In insurance you never give one-word answers. Here you do. ...Tomorrow, I stand before Mehmed.",kod
D10O_T_ENVOY,10,SPK_TOLGA,,0,"Cebimde İmparator'un mektubu var. Kapıda bir tören başladı: davullar, bayraklar. Benim için. Bir sigortacı için.","The Emperor's letter is in my pocket. A ceremony has begun at the gate: drums, flags. For me. For an insurance man.",kod
D10O_T_INSIDE,10,SPK_TOLGA,,0,Kapının ardında otağın perdesi. Perdenin önünde bir gölge. Genç. Dimdik. Kavuğu gerçekten iki arşın.,"Beyond the gate, the curtain of the imperial tent. In front of the curtain, a figure in shadow. Young. Upright. The turban really is two arşın.",kod
D10O_T_KITCHEN,10,SPK_TOLGA,,0,Huzura soru-cevapla giremedim. Tepsiyle gireceğim. Sigortada buna 'arka kapı' denir.,I couldn't get in with questions and answers. I'll get in with a tray. In insurance we call that the 'back door'.,kod
D10O_T_TAILOR_ASK,10,SPK_TOLGA,,0,Kavuk ne kadar büyük?,How big is the turban?,ad
D10O_T_THROWN_1,10,SPK_TOLGA,,0,Beni hafifçe dışarı taşıdılar. Gerçekten hafifti. Neredeyse keyifliydi. Tekrar deneyeceğim.,They gently carried me out. It really was gentle. Almost pleasant. I'll try again.,ad
D10O_T_THROWN_2,10,SPK_TOLGA,,0,İkinci taşınma. Artık Hasan'la Hüseyin'in hangisi hangisi ayırt edebiliyorum. Hasan sol taraf. Ya da sağ.,My second carrying. I can tell Hasan and Hüseyin apart now. Hasan's on the left. Or the right.,ad
D10O_T_TWIST,10,SPK_TOLGA,,0,(Soruyu soruyla cevapladım. Kırk yıllık bir sistemi çökerttim. Sigortacılıkta buna 'itiraz' denir.),"(I answered a question with a question. I've brought down a forty-year-old system. In insurance, we call that an 'objection'.)",kod
D10Z_BOTH,10,SPK_KADRI,,0,(Kadri ile Tolga aynı anda) BEN.,(Kadri and Tolga together) I DID.,kod
D10Z_F_01,10,SPK_FATIH,,0,Üçüncü tabağı kim pişirdi?,Who cooked the third course?,kod
D10Z_F_STAY,10,SPK_FATIH,[laughs],0,(Uzun bir sessizlik. Hafifçe gülümser.) İkiniz de kalın.,(A long silence. A faint smile.) You will both stay.,kod
D10Z_F_TASTE_GOOD,10,SPK_FATIH,,0,"Yahni yumuşak, tatlı dengeli. Mutfağım bu akşam kendini aşmış.",The stew was tender and the sweet well balanced. My kitchen outdid itself tonight.,ad
D10Z_F_TASTE_LEB,10,SPK_FATIH,,0,Çorbada bir çıtırtı vardı. Ömrümde böyle bir şey yemedim. Kimse yememiş.,There was a crunch in the soup. I have never eaten anything like it in my life. No one has.,ad
D10Z_F_TASTE_OK,10,SPK_FATIH,,0,Tabakların biri eksikti. Ama diğerleri... dürüsttü. Dürüst yemek severim.,One of the courses fell short. But the others... were honest. I like honest food.,ad
D10Z_F_WHO,10,SPK_FATIH,,0,Bunu kim pişirdi?,Who cooked this?,kod
D10Z_H_FIRE,10,SPK_HIKMET,[shouting],0,(Telsiz) Evlât! Paradoks göstergem kırmızıya döndü! Ne yaptın?!,(Radio) Son! My Paradox gauge has gone red! What did you do?!,kod
D10Z_H_RADIO,10,SPK_HIKMET,,0,Evlât? Pencere için hazırlanıyorum. Yemek kokusu mu alıyorum telsizden?,Son? I'm getting ready for the window. Can I smell food through the radio?,kod
D10Z_K_01,10,SPK_KADRI,,0,Yamak! Önlük boynunda mı? Güzel. Bu akşam yüz kişi yiyecek. Sultan dahil. Sultan en çok.,Kitchen boy! Apron on? Good. A hundred mouths tonight. The Sultan's included. The Sultan most of all.,kod
D10Z_K_03,10,SPK_KADRI,,0,"O zaman bugün yüz kişilik yakmayacaksın. Önce menü. Üç tabak. Çorba, ana yemek, tatlı. Söyle.","Then today you won't burn it for a hundred. Menu first. Three courses. Soup, main, sweet. Speak.",kod
D10Z_K_ASK_MAIN,10,SPK_KADRI,,0,Ana yemek! Sultan'ın önüne ne koyacağız?,The main course! What do we set before the Sultan?,ad
D10Z_K_ASK_SOUP,10,SPK_KADRI,,0,Çorba! Ne pişiriyoruz?,Soup! What are we cooking?,ad
D10Z_K_ASK_SWEET,10,SPK_KADRI,,0,Tatlı! Son tabak. Sultan'ın aklında kalacak olan.,Dessert! The last course. The one the Sultan remembers.,ad
D10Z_K_CRIT_1,10,SPK_KADRI,,0,"(Tadar) Tuz az. Hayır, çok. Hayır, az. ...Sen ne diyorsun?","(Tastes) Not enough salt. No, too much. No, not enough. ...What do you say?",ad
D10Z_K_CRIT_2,10,SPK_KADRI,,0,(Tadar) Bir şey eksik. Ne olduğunu bilmiyorum. Bilseydim eksik olmazdı.,"(Tastes) Something's missing. I don't know what. If I knew, it wouldn't be missing.",ad
D10Z_K_CRIT_3,10,SPK_KADRI,,0,(Tadar) Güzel. Fazla güzel. Bu kadar güzel olmamalı. Şüphelendim.,(Tastes) Good. Too good. It shouldn't be this good. I'm suspicious.,ad
D10Z_K_FIRE_1,10,SPK_KADRI,,0,Yamak... o kazan neden öyle ses çıkarıyor?,Kitchen boy... why is that pot making that noise?,kod
D10Z_K_FIRE_3,10,SPK_KADRI,[shouting],0,"SU! SU GETİRİN! ...Leblebi de toplayın, israf etmeyin!","WATER! BRING WATER! ...And pick up the leblebi, don't waste it!",kod
D10Z_K_FUSION,10,SPK_KADRI,,0,Füzyon... Bir tencerede iki kültür mü? Bizde buna 'artık' denir. Ama güzel bir kelime.,Fusion... Two cultures in one pot? Here we call that 'leftovers'. But it's a lovely word.,kod
D10Z_K_LEBLEBI,10,SPK_KADRI,[hesitant],0,(Tadar. Durur. Bir daha tadar.) ...Çıtır. Yemeğin içinde çıtır. Bu... bu bir devrim yamak.,"(Tastes. Pauses. Tastes again.) ...Crunchy. Crunchy inside the dish. This... this is a revolution, kitchen boy.",kod
D10Z_K_MAIN_NO,10,SPK_KADRI,,0,Patates ne? Yamak... bugün iki kere uydurdun. Bir daha uydurursan seni kazana koyarım.,What's a potato? Kitchen boy... that's twice today you've made something up. Do it again and you go in the pot.,kod
D10Z_K_MAIN_OK_1,10,SPK_KADRI,,0,Kuzu yahnisi. Ağır ağır pişer. Sultan ağır ağır yer. Uyumlu.,Lamb stew. It cooks slowly. The Sultan eats slowly. A match.,ad
D10Z_K_MAIN_OK_2,10,SPK_KADRI,,0,"Etli pilav. Pilavı ben yaparım, sen bakarsın. Yani sen yaparsın, ben bakarım.","Meat pilaf. I make the rice, you watch. I mean you make it, I watch.",ad
D10Z_K_SOUP_NO,10,SPK_KADRI,,0,"Domates ne? ...Yamak, sen uyduruyor musun? Öyle bir sebze yok.","What's a tomato? ...Kitchen boy, are you making things up? There's no such vegetable.",ad
D10Z_K_SOUP_OK_1,10,SPK_KADRI,,0,"Tarhana. Ordunun çorbası. Asker sever, Sultan da sever. Olur.",Tarhana. The army's soup. The soldiers love it and so does the Sultan. Done.,ad
D10Z_K_SOUP_OK_2,10,SPK_KADRI,,0,"Mercimek. Sade, dürüst, sıcak. Senin gibi değil ama olur.","Lentils. Plain, honest, warm. Not like you, but it'll do.",ad
D10Z_K_STOVE,10,SPK_KADRI,,0,Şimdi ocak. Her kazan için ateşi ayarla. Az ateş: çiğ. Çok ateş: kömür. Ortası: Sultan.,Now the stove. Set the fire for each pot. Too little: raw. Too much: charcoal. In between: the Sultan.,kod
D10Z_K_SWEET_NO,10,SPK_KADRI,[excited],0,Çikolata ne? Acı biber ne? Karabiber mi diyorsun? Pahalıdır ama olur. Tatlıya değil ama!,"What's chocolate? What's chilli? Do you mean black pepper? It's dear but fine. Not in a dessert, though!",ad
D10Z_K_SWEET_OK_1,10,SPK_KADRI,,0,"Zerde! Safranı sayarak koyarız. Bir tane fazla, bir altın gider.",Zerde! We count the saffron threads in. One too many and there goes a gold coin.,ad
D10Z_K_SWEET_OK_2,10,SPK_KADRI,,0,"Helva. Karıştırırsın, karıştırırsın, karıştırırsın. Kolun kopar. Sonra olur.","Halva. You stir, you stir, you stir. Your arm falls off. Then it's ready.",ad
D10Z_K_TASTE_BURNT,10,SPK_KADRI,,0,Yandı! Kokusunu ordugâhın öbür ucundan alırlar. Bir tane daha yakarsan...,Burnt! They'll smell it from the far end of the camp. Burn another one and...,kod
D10Z_K_TASTE_BURNT2,10,SPK_KADRI,[shouting],0,"İKİNCİ KAZAN! Yamak, ateş... ateş kazana değil, çadıra gidiyor!","THE SECOND POT! Kitchen boy, the fire... the fire's going for the tent, not the pot!",ad
D10Z_K_TASTE_OK_1,10,SPK_KADRI,,0,"(Tadar) ...Hmm. Olmuş. Söyleme kimseye, şımarırsın.","(Tastes) ...Hmm. It's good. Don't tell anyone, it'll go to your head.",ad
D10Z_K_TASTE_OK_2,10,SPK_KADRI,,0,"(Tadar, gözlerini kapatır) Annem gibi. Annem kötü aşçıydı ama bu iyi.","(Tastes, closes his eyes) Like my mother's. My mother was a bad cook, but this is good.",ad
D10Z_K_TASTE_OK_3,10,SPK_KADRI,,0,"(Tadar, bir süre konuşmaz) ...Bunu Sultan yiyecek. Ben de yiyeceğim. Önce ben.","(Tastes, says nothing for a while) ...The Sultan will eat this. So will I. Me first.",ad
D10Z_K_TASTE_RAW,10,SPK_KADRI,,0,"Çiğ! Bu yemek değil, malzeme. Ateşten korkma yamak.","Raw! That's not food, that's ingredients. Don't be afraid of the fire, kitchen boy.",kod
D10Z_K_TITLE,10,SPK_KADRI,,0,Sultan unvan verdi yamak! 'Matbah-ı Âmire'nin Gelecek Müşaviri.' Ezberle. Yanlış söylersen kazana.,"The Sultan gave you a title, kitchen boy! 'Future Counsellor of the Imperial Kitchen.' Learn it. Get it wrong and you go in the pot.",kod
D10Z_K_WAIT,10,SPK_KADRI,,0,Sessiz. Yiyorlar. Hiç ses yok. Ya çok beğendiler ya hepsi öldü.,Quiet. They're eating. Not a sound. Either they love it or they're all dead.,kod
D10Z_K_YES_1,10,SPK_KADRI,,0,Tabii haklıyım. Neyde haklıyım? Fark etmez.,Of course I'm right. Right about what? Doesn't matter.,ad
D10Z_K_YES_2,10,SPK_KADRI,,0,Evet. Eksik olan senin 'haklısınız'ındı. Şimdi tamam.,Yes. What was missing was your 'you're right'. It's fine now.,ad
D10Z_K_YES_3,10,SPK_KADRI,,0,Haklıyım ama yine de şüpheleniyorum. Bu da haklı.,"I'm right, and I'm still suspicious. That's right too.",ad
D10Z_T_02,10,SPK_TOLGA,,0,Yüz kişi. Evde iki kişilik makarnayı yakıyorum ben usta.,"A hundred. At home I burn pasta for two, chef.",kod
D10Z_T_ENTER,10,SPK_TOLGA,,0,(Mutfağın kapısında Sultan. Kadri bir anda dimdik oluyor. Tolga da. Kaşık elinde.),(The Sultan is in the kitchen doorway. Kadri snaps upright. So does Tolga. Still holding a ladle.),kod
D10Z_T_FIRE_2,10,SPK_TOLGA,,0,(Kazan patlar. Havaya yüzlerce patlamış leblebi fırlar. Leblebi yağmuru.),(The pot explodes. Hundreds of popped chickpeas fly into the air. It's raining leblebi.),kod
D10Z_T_FIRE_4,10,SPK_TOLGA,,0,Mutfağı yaktım Hikmet Amca. Ama leblebi patlıyormuş. Bunu da öğrendik.,"I set the kitchen on fire, Uncle Hikmet. But it turns out leblebi pops. We learned that too.",kod
D10Z_T_FUSION,10,SPK_TOLGA,,0,"Buna füzyon mutfağı deniyor usta. İki kültür, bir tencere.","It's called fusion cuisine, chef. Two cultures, one pot.",kod
D10Z_T_LEBLEBI,10,SPK_TOLGA,,0,(Kazana bir avuç leblebi atar) Gizli malzeme.,(Tosses a handful of leblebi into the pot) The secret ingredient.,kod
D10Z_T_MAIN_MODERN,10,SPK_TOLGA,,0,Patates kızartması! Yanına köfte. Klasik.,Chips! With meatballs on the side. A classic.,ad
D10Z_T_MENU_DONE,10,SPK_TOLGA,,0,"(Kendi kendine) Domates yok, patates yok, acı biber yok, çikolata yok. Hepsi Amerika'dan geliyormuş. Amerika da yok.","(To himself) No tomatoes, no potatoes, no chillies, no chocolate. They all come from America. And there's no America yet either.",kod
D10Z_T_RADIO,10,SPK_TOLGA,,0,Unvan aldım Hikmet Amca. Tamamını söyleyemiyorum ama aldım.,"I got a title, Uncle Hikmet. I can't say the whole thing, but I got it.",kod
D10Z_T_SOUP_MODERN,10,SPK_TOLGA,,0,"Menemen! Domates, biber, yumurta. Herkes bayılır.","Menemen! Tomatoes, peppers, eggs. Everyone loves it.",ad
D10Z_T_SWEET_MODERN,10,SPK_TOLGA,,0,Çikolatalı sufle! Biraz da acı biberle. Çok moda.,A chocolate soufflé! With a bit of chilli. Very fashionable.,ad
D10Z_T_TITLE,10,SPK_TOLGA,,0,Kalmak mı?,Stay?,kod
D10Z_T_TITLE_2,10,SPK_TOLGA,[hesitant],0,Matbah-ı... Âmire'nin... Gelecek... Müş... (Telsiz cızırdar),Future... Counsellor... of the Imperial... Kit... (The radio crackles),kod
D10Z_T_WAIT,10,SPK_TOLGA,,0,Genelde iyi bir işaret usta. Sanırım.,"That's usually a good sign, chef. I think.",kod
D10Z_T_YES,10,SPK_TOLGA,,0,Haklısınız usta.,"You're right, chef.",kod
D11_H_01,11,SPK_HIKMET,[shouting],0,"(Karanlıktan, pijamalı) DUR BAKALIM! O benim evlâdım! Fötr şapkalı, sen kimsin?","(Out of the dark, in pyjamas) HOLD IT! That's my lad! You in the fedora, who are you?",kod
D11_H_03,11,SPK_HIKMET,,0,İhlal mi? Garanti belgesi var bende! 'İlk on dakika koşulsuz iade.' İmzalı.,"Violation? I've got a warranty! 'First ten minutes, unconditional returns.' Signed.",kod
D11_H_05,11,SPK_HIKMET,,0,"Senin Z-1'inin arkasına bir devre şeması çizerim, anlamazsın bile.",I'll draw a circuit diagram on the back of your Z-1; you won't even understand it.,kod
D11_H_07,11,SPK_HIKMET,[excited],0,Yönetmelik 3/a'yı kim yazdı? Ben yazmadım! (Kendi formunu çıkarır: bir hırdavat faturası),Who wrote Regulation 3/a? I didn't! (Pulls out a form of his own: a hardware-shop receipt),kod
D11_M_FIRED,11,SPK_MUFIDE,,0,Büro Baskısı kritik seviyede. Görevden alındınız. Şapkanızı iade edin. Yerinize yeni model geliyor.,Bureau Pressure has reached a critical level. You are dismissed. Please return your hat. A new model is on the way.,kod
D11_M_FOUND,11,SPK_MUFIDE,,0,"(Büro telsizi) Nihat Bey, raporunuz işleme alındı. Şüpheliyi bulun ve Form Z-1453'ü doldurtun. Bu gece.","(Bureau radio) Mr Nihat, your report has been processed. Find the suspect and get Form Z-1453 filled in. Tonight.",kod
D11_M_LOST,11,SPK_MUFIDE,,0,(Büro telsizi) Nihat Bey. Keçi raporunuz yukarıya ulaştı. Yukarısı gülmedi.,(Bureau radio) Mr Nihat. Your goat report reached upstairs. Upstairs did not laugh.,kod
D11_NK_01,11,SPK_NIKO,[shouting],0,"CASUS! Dostum! Kimse dokunamaz! Sinerji, SALDIR!","SPY! My friend! No one touches him! Synergy, ATTACK!",kod
D11_NK_03,11,SPK_NIKO,[shouting],0,"Koş, casus! Ben bu adamı oyalarım. Hangi formu istiyorsa dolduracağım. Kırmızımsı!","Run, spy! I'll hold this man up. Whatever form he wants, I'll fill it in. Reddish!",kod
D11_N_01,11,SPK_NIHAT,,0,Bay Tolga. Form Z-1453'ü doldurmadınız.,Mr Tolga. You haven't filled in Form Z-1453.,kod
D11_N_03,11,SPK_NIHAT,,0,"Zaman Bürosu. Denetçi Zamanoğlu. İzinsiz zaman yolculuğu, fes, leblebi, bir keçi... Uzun bir liste.","The Time Bureau. Inspector Zamanoğlu. Unauthorised time travel, a fez, leblebi, a goat... It's a long list.",kod
D11_N_05,11,SPK_NIHAT,,0,Yönetmelik 7/c: sizi kendi zamanınıza ben götüremem. Sadece tutuklayabilir... ya da bırakabilirim.,Regulation 7/c: I cannot take you back to your own time. I can only arrest you... or let you go.,kod
D11_N_ARREST,11,SPK_NIHAT,,0,"Tutuklusunuz, Bay Tolga. Yönetmelik gereği son sözünüzü söyleyebilirsiniz. Üç söz. Kısa olsun.","You're under arrest, Mr Tolga. Under the regulations you may have a final word. Three words. Keep it brief.",kod
D11_N_ARRIVE,11,SPK_NIHAT,,0,Gece. Saha kapısı yine tarlanın ortasında. Bu sefer ay ışığında. Daha resmî duruyor.,"Night. The field door is in the middle of the field again. Moonlit, this time. It looks more official.",kod
D11_N_BOOM,11,SPK_NIHAT,,0,(Topçu sahasında hâlâ duman tütüyor) Paradoks göstergem tavanı deldi. Form Z-1453'ün yanına bir de Form P-1 ekliyorum: 'Patlama.',(Smoke still rises from the artillery field) My Paradox gauge went through the ceiling. To Form Z-1453 I am adding Form P-1: 'Explosion.',kod
D11_N_BURIED,11,SPK_NIHAT,,0,Bay Tolga. Sizi bu sabah topraktan çıkardım. Şimdi de Form Z-1453'ü doldurmanızı bekliyorum. Sıra bu.,Mr Tolga. I dug you out of the earth this morning. Now I'm waiting for you to fill in Form Z-1453. That's the order of things.,kod
D11_N_BYZ,11,SPK_NIHAT,,0,Bay Tolga. Bizans tarafında 'gelecekten geliyorum' demişsiniz. Paradoks göstergem normalin iki katı hızla doluyor. Yönetmelik bunun için bir form bile öngörmemiş.,Mr Tolga. You told the Byzantines 'I come from the future'. My Paradox gauge is filling twice as fast as normal. The regulations don't even have a form for this.,kod
D11_N_CANT_HELP,11,SPK_NIHAT,,0,(Eli titriyor) Yardım etmek... Yönetmelik 7/c buna izin vermiyor. Ama bırakabilirim. Bu kadarını yapabilirim.,(His hand shakes) Helping... Regulation 7/c doesn't allow it. But I can let you go. I can do that much.,kod
D11_N_CUFF,11,SPK_NIHAT,[sad],0,"(Kelepçe yerine, bileğinize bir form bağlar) Zaman Bürosu Bekleme Salonu. Sıra numaranız: 4.582.119.","(Instead of handcuffs, he ties a form round your wrist) The Time Bureau Waiting Room. Your number: 4,582,119.",kod
D11_N_DECIDE,11,SPK_NIHAT,,0,"(Elinde form. Karşısında fesli, yorgun bir adam. Ateş çıtırdıyor.)","(A form in his hand. Before him, a tired man in a fez. The fire crackles.)",kod
